id,seek,start,end,text,tokens,temperature,avg_logprob,compression_ratio,no_speech_prob,texto_traducido
0,0,0.0,11.32," Hello, this is Kim Won-seob of the Bangsujo and Dango TV.","[50364, 2425, 11, 341, 307, 5652, 14710, 12, 405, 996, 295, 264, 11538, 82, 4579, 78, 293, 413, 17150, 3558, 13, 50930]",0.0,-0.7790981194911859,1.4646464646464648,0.0023951372131705,"Hola, soy Kim Won-seob de la Bangsujo y Dango TV."
1,0,11.32,15.96," Everyone, the plus two system is quite difficult and tricky.","[50930, 5198, 11, 264, 1804, 732, 1185, 307, 1596, 2252, 293, 12414, 13, 51162]",0.0,-0.7790981194911859,1.4646464646464648,0.0023951372131705,"Todos, el sistema plus dos es bastante difícil y complicado."
2,0,15.96,19.68," Despite having given lessons on how to play various ways,","[51162, 11334, 1419, 2212, 8820, 322, 577, 281, 862, 3683, 2098, 11, 51348]",0.0,-0.7790981194911859,1.4646464646464648,0.0023951372131705,"A pesar de haber dado lecciones sobre cómo jugar de varias maneras,"
3,0,19.68,22.24, there are many stories that it is quite difficult.,"[51348, 456, 366, 867, 3676, 300, 309, 307, 1596, 2252, 13, 51476]",0.0,-0.7790981194911859,1.4646464646464648,0.0023951372131705,hay muchas historias que dicen que es bastante difícil.
4,0,22.24,27.08," So today, I brought another way that can be easily approached.","[51476, 407, 965, 11, 286, 3038, 1071, 636, 300, 393, 312, 3612, 17247, 13, 51718]",0.0,-0.7790981194911859,1.4646464646464648,0.0023951372131705,"Por lo tanto, hoy traí otra forma que se puede abordar fácilmente."
5,2708,27.08,31.48, It is a method that can be played if you have only one cue.,"[50364, 467, 307, 257, 3170, 300, 393, 312, 3737, 498, 291, 362, 787, 472, 22656, 13, 50584]",0.0,-0.687894953121929,1.6990881458966565,0.0330499932169914,Es un método que se puede jugar si solo tienes una punta.
6,2708,31.48,34.44, Let's go to the first place with me.,"[50584, 961, 311, 352, 281, 264, 700, 1081, 365, 385, 13, 50732]",0.0,-0.687894953121929,1.6990881458966565,0.0330499932169914,Vamos al primer lugar conmigo.
7,2708,34.44,37.16, The first order that modern people want is Yangji-dae-sam.,"[50732, 440, 700, 1668, 300, 4363, 561, 528, 307, 11978, 4013, 12, 2675, 68, 12, 19988, 13, 50868]",0.0,-0.687894953121929,1.6990881458966565,0.0330499932169914,El primer orden que quieren los modernos es Yangji-dae-sam.
8,2708,37.16,38.92," Black hair is also in Dongi-bongam,","[50868, 4076, 2578, 307, 611, 294, 13609, 72, 12, 65, 556, 335, 11, 50956]",0.0,-0.687894953121929,1.6990881458966565,0.0330499932169914,"El pelo negro también está en Dongi-bongam,"
9,2708,38.92,41.4, and it helps a lot in sleeping by releasing the magnetic field.,"[50956, 293, 309, 3665, 257, 688, 294, 8296, 538, 16327, 264, 12688, 2519, 13, 51080]",0.0,-0.687894953121929,1.6990881458966565,0.0330499932169914,y ayuda mucho para dormir liberando el campo magnético.
10,2708,41.4,44.92, Solve it with a mat made only with domestic black hair.,"[51080, 7026, 303, 309, 365, 257, 3803, 1027, 787, 365, 10939, 2211, 2578, 13, 51256]",0.0,-0.687894953121929,1.6990881458966565,0.0330499932169914,Resuelve con un tapete hecho solo con pelo de caballo negro doméstico.
11,2708,44.92,46.92," If you buy the black hair mat that has been used recently,","[51256, 759, 291, 2256, 264, 2211, 2578, 3803, 300, 575, 668, 1143, 3938, 11, 51356]",0.0,-0.687894953121929,1.6990881458966565,0.0330499932169914,"Si compras el tapete de pelo de caballo negro que se ha utilizado recientemente,"
12,2708,46.92,49.4, you will be given a black hair hair tonic in the order of first.,"[51356, 291, 486, 312, 2212, 257, 2211, 2578, 2578, 2952, 299, 294, 264, 1668, 295, 700, 13, 51480]",0.0,-0.687894953121929,1.6990881458966565,0.0330499932169914,te darán una tonificante capilar de pelo de caballo negro en la orden de primer lugar.
13,2708,49.4,50.56, Please buy it!,"[51480, 2555, 2256, 309, 0, 51538]",0.0,-0.687894953121929,1.6990881458966565,0.0330499932169914,"Por favor, cómpralo!"
14,2708,50.56,54.0, Check the purchase form on your phone or in a fixed comment.,"[51538, 6881, 264, 8110, 1254, 322, 428, 2593, 420, 294, 257, 6806, 2871, 13, 51710]",0.0,-0.687894953121929,1.6990881458966565,0.0330499932169914,Revisa la forma de compra en tu teléfono o en un comentario fijo.
15,2708,54.0,56.88," When we want to solve this type of arrangement,","[51710, 1133, 321, 528, 281, 5039, 341, 2010, 295, 17620, 11, 51854]",0.0,-0.687894953121929,1.6990881458966565,0.0330499932169914,"Cuando queremos resolver este tipo de disposición,"
16,5688,56.88,59.36, we use the plus two system.,"[50364, 321, 764, 264, 1804, 732, 1185, 13, 50488]",0.0,-0.6155186002216642,1.7155172413793105,5.064181823399849e-05,usamos el sistema plus dos.
17,5688,63.36,65.64, You can match it like this.,"[50688, 509, 393, 2995, 309, 411, 341, 13, 50802]",0.0,-0.6155186002216642,1.7155172413793105,5.064181823399849e-05,Puedes adaptarlo como esto.
18,5688,65.64,68.28, Or you can do this.,"[50802, 1610, 291, 393, 360, 341, 13, 50934]",0.0,-0.6155186002216642,1.7155172413793105,5.064181823399849e-05,O puedes hacer esto.
19,5688,71.64,73.84, You can match it like this.,"[51102, 509, 393, 2995, 309, 411, 341, 13, 51212]",0.0,-0.6155186002216642,1.7155172413793105,5.064181823399849e-05,Puedes adaptarlo como esto.
20,5688,73.84,77.48," Now, you can learn how to solve the same arrangement as now.","[51212, 823, 11, 291, 393, 1466, 577, 281, 5039, 264, 912, 17620, 382, 586, 13, 51394]",0.0,-0.6155186002216642,1.7155172413793105,5.064181823399849e-05,"Ahora, puedes aprender a resolver la misma disposición que ahora."
21,5688,81.4,83.76, You can match it easily like this.,"[51590, 509, 393, 2995, 309, 3612, 411, 341, 13, 51708]",0.0,-0.6155186002216642,1.7155172413793105,5.064181823399849e-05,Puedes adaptarlo fácilmente como esto.
22,8376,83.76,85.44000000000001," As I said at the opening,","[50364, 1018, 286, 848, 412, 264, 5193, 11, 50448]",0.0,-0.3418535649381726,1.77007299270073,0.0002531367645133,"Como dije al principio,"
23,8376,85.44000000000001,87.88000000000001, you only need one cue today.,"[50448, 291, 787, 643, 472, 22656, 965, 13, 50570]",0.0,-0.3418535649381726,1.77007299270073,0.0002531367645133,solo necesitas una punta hoy.
24,8376,87.88000000000001,90.52, You don't calculate something and find the one cushion point.,"[50570, 509, 500, 380, 8873, 746, 293, 915, 264, 472, 21908, 935, 13, 50702]",0.0,-0.3418535649381726,1.77007299270073,0.0002531367645133,No calculas algo y encuentras el punto de la banda.
25,8376,90.52,93.76," If you do it like this, you'll get a one cushion point.","[50702, 759, 291, 360, 309, 411, 341, 11, 291, 603, 483, 257, 472, 21908, 935, 13, 50864]",0.0,-0.3418535649381726,1.77007299270073,0.0002531367645133,"Si lo haces así, obtendrás un punto de la banda."
26,8376,93.76,96.72," But before that, you have to sort out the points.","[50864, 583, 949, 300, 11, 291, 362, 281, 1333, 484, 264, 2793, 13, 51012]",0.0,-0.3418535649381726,1.77007299270073,0.0002531367645133,"Pero antes de eso, tienes que ordenar los puntos."
27,8376,96.72,99.84," The points are a little different for each point, but it's so simple.","[51012, 440, 2793, 366, 257, 707, 819, 337, 1184, 935, 11, 457, 309, 311, 370, 2199, 13, 51168]",0.0,-0.3418535649381726,1.77007299270073,0.0002531367645133,"Los puntos son un poco diferentes para cada punto, pero es muy simple."
28,8376,99.84,102.2, I'll give you a simple number for each point.,"[51168, 286, 603, 976, 291, 257, 2199, 1230, 337, 1184, 935, 13, 51286]",0.0,-0.3418535649381726,1.77007299270073,0.0002531367645133,Te daré un número simple para cada punto.
29,8376,102.2,104.16, We usually call the corners 0.,"[51286, 492, 2673, 818, 264, 12413, 1958, 13, 51384]",0.0,-0.3418535649381726,1.77007299270073,0.0002531367645133,Normalmente llamamos a las esquinas 0.
30,8376,104.16,105.64, I'll go up one by one.,"[51384, 286, 603, 352, 493, 472, 538, 472, 13, 51458]",0.0,-0.3418535649381726,1.77007299270073,0.0002531367645133,Voy a subir uno a la vez.
31,8376,105.64,108.2," 0, 1, 2, 3, 4.","[51458, 1958, 11, 502, 11, 568, 11, 805, 11, 1017, 13, 51586]",0.0,-0.3418535649381726,1.77007299270073,0.0002531367645133,"0, 1, 2, 3, 4."
32,8376,108.2,109.68, I gave you a number like this.,"[51586, 286, 2729, 291, 257, 1230, 411, 341, 13, 51660]",0.0,-0.3418535649381726,1.77007299270073,0.0002531367645133,Te di un número como este.
33,8376,109.68,111.68, What does this number mean?,"[51660, 708, 775, 341, 1230, 914, 30, 51760]",0.0,-0.3418535649381726,1.77007299270073,0.0002531367645133,¿Qué significa este número?
34,8376,111.68,113.16, It means rotation.,"[51760, 467, 1355, 12447, 13, 51834]",0.0,-0.3418535649381726,1.77007299270073,0.0002531367645133,Significa rotación.
35,11316,113.16,115.24," Now, this is the number of rotations.","[50364, 823, 11, 341, 307, 264, 1230, 295, 44796, 13, 50468]",0.0,-0.3599523914803704,1.940944881889764,9.665927791502328e-06,"Ahora, esto es el número de rotaciones."
36,11316,115.24,120.32, We're going to start from one point and hit the corner cushion point.,"[50468, 492, 434, 516, 281, 722, 490, 472, 935, 293, 2045, 264, 4538, 21908, 935, 13, 50722]",0.0,-0.3599523914803704,1.940944881889764,9.665927791502328e-06,Empezaremos desde un punto y golpearemos el punto de la banda de la esquina.
37,11316,120.32,122.2, This is the workplace.,"[50722, 639, 307, 264, 15328, 13, 50816]",0.0,-0.3599523914803704,1.940944881889764,9.665927791502328e-06,Esto es el lugar de trabajo.
38,11316,122.2,125.44," If you hit it with a one-tip rotation, you can come to your seat.","[50816, 759, 291, 2045, 309, 365, 257, 472, 12, 83, 647, 12447, 11, 291, 393, 808, 281, 428, 6121, 13, 50978]",0.0,-0.3599523914803704,1.940944881889764,9.665927791502328e-06,"Si lo golpeas con una rotación de punta única, puedes llegar a tu asiento."
39,11316,125.44,129.16, But a one-tip rotation can be a little different for each person.,"[50978, 583, 257, 472, 12, 83, 647, 12447, 393, 312, 257, 707, 819, 337, 1184, 954, 13, 51164]",0.0,-0.3599523914803704,1.940944881889764,9.665927791502328e-06,Pero una rotación de punta única puede ser un poco diferente para cada persona.
40,11316,129.16,131.2, I give you a number of rotations for each position.,"[51164, 286, 976, 291, 257, 1230, 295, 44796, 337, 1184, 2535, 13, 51266]",0.0,-0.3599523914803704,1.940944881889764,9.665927791502328e-06,Te doy un número de rotaciones para cada posición.
41,11316,131.2,134.68, You just need to sort out the points so that you can come back to your seat.,"[51266, 509, 445, 643, 281, 1333, 484, 264, 2793, 370, 300, 291, 393, 808, 646, 281, 428, 6121, 13, 51440]",0.0,-0.3599523914803704,1.940944881889764,9.665927791502328e-06,Solo necesitas organizar los puntos para que puedas volver a tu asiento.
42,11316,134.68,136.36, You can practice a few times.,"[51440, 509, 393, 3124, 257, 1326, 1413, 13, 51524]",0.0,-0.3599523914803704,1.940944881889764,9.665927791502328e-06,Puedes practicar unas cuantas veces.
43,11316,136.36,140.07999999999998, I'll hit it with a one-tip rotation and make it come back to its place.,"[51524, 286, 603, 2045, 309, 365, 257, 472, 12, 83, 647, 12447, 293, 652, 309, 808, 646, 281, 1080, 1081, 13, 51710]",0.0,-0.3599523914803704,1.940944881889764,9.665927791502328e-06,La golpeo con una rotación de una punta y la hago regresar a su lugar.
44,14316,143.96,145.96, It's back to its place.,"[50404, 467, 311, 646, 281, 1080, 1081, 13, 50504]",0.0,-0.3982999628240412,1.8605769230769231,0.000188131161849,Está de vuelta en su lugar.
45,14316,145.96,149.64, This is how you practice your points and organize them.,"[50504, 639, 307, 577, 291, 3124, 428, 2793, 293, 13859, 552, 13, 50688]",0.0,-0.3982999628240412,1.8605769230769231,0.000188131161849,Es así como puedes practicar tus puntos y organizarlos.
46,14316,149.64,152.68," If you connect the line to the next cushion corner,","[50688, 759, 291, 1745, 264, 1622, 281, 264, 958, 21908, 4538, 11, 50840]",0.0,-0.3982999628240412,1.8605769230769231,0.000188131161849,"Si conectas la línea al siguiente ángulo del cojín,"
47,14316,152.68,154.28, Let's start from this point.,"[50840, 961, 311, 722, 490, 341, 935, 13, 50920]",0.0,-0.3982999628240412,1.8605769230769231,0.000188131161849,Comencemos desde este punto.
48,14316,154.28,155.96," Then, with a two-tip rotation,","[50920, 1396, 11, 365, 257, 732, 12, 83, 647, 12447, 11, 51004]",0.0,-0.3982999628240412,1.8605769230769231,0.000188131161849,"Luego, con una rotación de dos puntas,"
49,14316,155.96,158.24, You can hit the corner and come to your seat.,"[51004, 509, 393, 2045, 264, 4538, 293, 808, 281, 428, 6121, 13, 51118]",0.0,-0.3982999628240412,1.8605769230769231,0.000188131161849,Puedes golpear el ángulo y llegar a tu asiento.
50,14316,158.24,161.16, Practice your points and organize them.,"[51118, 27904, 428, 2793, 293, 13859, 552, 13, 51264]",0.0,-0.3982999628240412,1.8605769230769231,0.000188131161849,Practica tus puntos y organízalos.
51,14316,165.24,167.76," If you come to your seat like this, you're accepted.","[51468, 759, 291, 808, 281, 428, 6121, 411, 341, 11, 291, 434, 9035, 13, 51594]",0.0,-0.3982999628240412,1.8605769230769231,0.000188131161849,"Si llegas a tu asiento así, estás aceptado."
52,14316,167.76,172.0," Now, if you draw a line towards the next cushion corner,","[51594, 823, 11, 498, 291, 2642, 257, 1622, 3030, 264, 958, 21908, 4538, 11, 51806]",0.0,-0.3982999628240412,1.8605769230769231,0.000188131161849,"Ahora, si dibujas una línea hacia el siguiente ángulo del cojín,"
53,17200,172.0,173.4, It's at the third point.,"[50364, 467, 311, 412, 264, 2636, 935, 13, 50434]",0.0,-0.4396766602523683,1.7617021276595746,5.738496111007407e-05,Está en el tercer punto.
54,17200,173.4,176.88, Practice to come to your seat with a three-tip rotation.,"[50434, 27904, 281, 808, 281, 428, 6121, 365, 257, 1045, 12, 83, 647, 12447, 13, 50608]",0.0,-0.4396766602523683,1.7617021276595746,5.738496111007407e-05,Practica para llegar a tu asiento con una rotación de tres puntas.
55,17200,180.48,182.04, It's in place.,"[50788, 467, 311, 294, 1081, 13, 50866]",0.0,-0.4396766602523683,1.7617021276595746,5.738496111007407e-05,Está en su lugar.
56,17200,182.04,185.32," Now, I drew a line towards the next cushion point.","[50866, 823, 11, 286, 12804, 257, 1622, 3030, 264, 958, 21908, 935, 13, 51030]",0.0,-0.4396766602523683,1.7617021276595746,5.738496111007407e-05,"Ahora, he dibujado una línea hacia el próximo punto del cojín."
57,17200,185.32,187.32, Let's start from the four-tip position.,"[51030, 961, 311, 722, 490, 264, 1451, 12, 83, 647, 2535, 13, 51130]",0.0,-0.4396766602523683,1.7617021276595746,5.738496111007407e-05,Comencemos desde la posición de cuatro puntas.
58,17200,187.32,188.88," When you come to your seat here,","[51130, 1133, 291, 808, 281, 428, 6121, 510, 11, 51208]",0.0,-0.4396766602523683,1.7617021276595746,5.738496111007407e-05,"Cuando llegues a tu asiento aquí,"
59,17200,188.88,190.4," Rather than the next cushion point,","[51208, 16571, 813, 264, 958, 21908, 935, 11, 51284]",0.0,-0.4396766602523683,1.7617021276595746,5.738496111007407e-05,"En lugar del siguiente ángulo del cojín,"
60,17200,190.4,194.0, You're going to hit the one-tip cushion corner deep.,"[51284, 509, 434, 516, 281, 2045, 264, 472, 12, 83, 647, 21908, 4538, 2452, 13, 51464]",0.0,-0.4396766602523683,1.7617021276595746,5.738496111007407e-05,Vas a golpear el ángulo del cojín profundo.
61,17200,194.0,197.2, You can think like this.,"[51464, 509, 393, 519, 411, 341, 13, 51624]",0.0,-0.4396766602523683,1.7617021276595746,5.738496111007407e-05,Puedes pensar así.
62,17200,197.2,198.72," If you hit the next cushion corner,","[51624, 759, 291, 2045, 264, 958, 21908, 4538, 11, 51700]",0.0,-0.4396766602523683,1.7617021276595746,5.738496111007407e-05,"Si golpeas el ángulo del cojín,"
63,17200,198.72,201.08, There's a chance it'll get a little longer.,"[51700, 821, 311, 257, 2931, 309, 603, 483, 257, 707, 2854, 13, 51818]",0.0,-0.4396766602523683,1.7617021276595746,5.738496111007407e-05,Hay una posibilidad de que se prolongue un poco más.
64,20108,201.08,202.16000000000005, Look at me hitting it.,"[50364, 2053, 412, 385, 8850, 309, 13, 50418]",0.0,-0.4328033140041684,1.7786561264822134,1.544602491776459e-05,Mírame golpeándolo.
65,20108,202.16000000000005,203.68, I'm going to put it deep.,"[50418, 286, 478, 516, 281, 829, 309, 2452, 13, 50494]",0.0,-0.4328033140041684,1.7786561264822134,1.544602491776459e-05,Voy a meterlo profundo.
66,20108,206.28,208.68," Now, if you do this, it's definitely coming to your seat.","[50624, 823, 11, 498, 291, 360, 341, 11, 309, 311, 2138, 1348, 281, 428, 6121, 13, 50744]",0.0,-0.4328033140041684,1.7786561264822134,1.544602491776459e-05,"Ahora, si lo haces así, definitivamente llegará a tu asiento."
67,20108,208.68,212.08," Now, if you're sure about the points,","[50744, 823, 11, 498, 291, 434, 988, 466, 264, 2793, 11, 50914]",0.0,-0.4328033140041684,1.7786561264822134,1.544602491776459e-05,"Ahora, si estás seguro sobre los puntos,"
68,20108,212.08,213.04, It's over.,"[50914, 467, 311, 670, 13, 50962]",0.0,-0.4328033140041684,1.7786561264822134,1.544602491776459e-05,Está terminado.
69,20108,213.04,214.64," Now, if you have a Q,","[50962, 823, 11, 498, 291, 362, 257, 1249, 11, 51042]",0.0,-0.4328033140041684,1.7786561264822134,1.544602491776459e-05,"Ahora, si tienes una Q,"
70,20108,214.64,216.4, Find all the one-cushion points.,"[51042, 11809, 439, 264, 472, 12, 1149, 71, 313, 2793, 13, 51130]",0.0,-0.4328033140041684,1.7786561264822134,1.544602491776459e-05,Encuentra todos los puntos del cojín solo.
71,20108,216.4,219.4, You can hit the full-lost system without difficulty.,"[51130, 509, 393, 2045, 264, 1577, 12, 75, 555, 1185, 1553, 10360, 13, 51280]",0.0,-0.4328033140041684,1.7786561264822134,1.544602491776459e-05,Puedes golpear el sistema sin pérdida de fácilmente.
72,20108,219.4,220.72000000000003, How do you hit it?,"[51280, 1012, 360, 291, 2045, 309, 30, 51346]",0.0,-0.4328033140041684,1.7786561264822134,1.544602491776459e-05,¿Cómo lo golpeas?
73,20108,220.72000000000003,222.8," With the Q, we're going to use the parallel measurement method.","[51346, 2022, 264, 1249, 11, 321, 434, 516, 281, 764, 264, 8952, 13160, 3170, 13, 51450]",0.0,-0.4328033140041684,1.7786561264822134,1.544602491776459e-05,"Con la Q, vamos a utilizar el método de medida paralela."
74,20108,222.8,224.16000000000005," You know, parallel movement.","[51450, 509, 458, 11, 8952, 3963, 13, 51518]",0.0,-0.4328033140041684,1.7786561264822134,1.544602491776459e-05,"Sabes, movimiento paralelo."
75,20108,224.16000000000005,226.2, I'm going to use that.,"[51518, 286, 478, 516, 281, 764, 300, 13, 51620]",0.0,-0.4328033140041684,1.7786561264822134,1.544602491776459e-05,Voy a usar eso.
76,20108,226.2,229.4," Now, in this form, I'm going to use today's method.","[51620, 823, 11, 294, 341, 1254, 11, 286, 478, 516, 281, 764, 965, 311, 3170, 13, 51780]",0.0,-0.4328033140041684,1.7786561264822134,1.544602491776459e-05,"Ahora, en esta forma, voy a utilizar el método de hoy."
77,22940,229.4,231.2, It's not coming to my seat right now.,"[50364, 467, 311, 406, 1348, 281, 452, 6121, 558, 586, 13, 50454]",0.2,-0.3838438592563018,2.3271375464684017,1.6964195310720243e-05,No está llegando a mi asiento en este momento.
78,22940,231.2,234.44, It's a situation where you have to find the one-cushion point.,"[50454, 467, 311, 257, 2590, 689, 291, 362, 281, 915, 264, 472, 12, 1149, 71, 313, 935, 13, 50616]",0.2,-0.3838438592563018,2.3271375464684017,1.6964195310720243e-05,Es una situación en la que tienes que encontrar el punto del cojín solo.
79,22940,234.44,237.16," In this case, check the point where you have to arrive first.","[50616, 682, 341, 1389, 11, 1520, 264, 935, 689, 291, 362, 281, 8881, 700, 13, 50752]",0.2,-0.3838438592563018,2.3271375464684017,1.6964195310720243e-05,"En este caso, verifica el punto donde debes llegar primero."
80,22940,237.16,239.24," Now, if you come to the first point,","[50752, 823, 11, 498, 291, 808, 281, 264, 700, 935, 11, 50856]",0.2,-0.3838438592563018,2.3271375464684017,1.6964195310720243e-05,"Ahora, si llegas al primer punto,"
81,22940,239.24,240.48, It's a score.,"[50856, 467, 311, 257, 6175, 13, 50918]",0.2,-0.3838438592563018,2.3271375464684017,1.6964195310720243e-05,Es un tanto.
82,22940,240.48,242.16," Then from this point,","[50918, 1396, 490, 341, 935, 11, 51002]",0.2,-0.3838438592563018,2.3271375464684017,1.6964195310720243e-05,"Luego desde este punto,"
83,22940,242.16,244.52, Draw a line to the center of the inner ball.,"[51002, 20386, 257, 1622, 281, 264, 3056, 295, 264, 7284, 2594, 13, 51120]",0.2,-0.3838438592563018,2.3271375464684017,1.6964195310720243e-05,Dibuja una línea hasta el centro del balón interior.
84,22940,244.52,246.12, I'm going to use the parallel measurement method.,"[51120, 286, 478, 516, 281, 764, 264, 8952, 13160, 3170, 13, 51200]",0.2,-0.3838438592563018,2.3271375464684017,1.6964195310720243e-05,Voy a utilizar el método de medición paralela.
85,22940,246.12,248.88, Draw a line and find the center of the line.,"[51200, 20386, 257, 1622, 293, 915, 264, 3056, 295, 264, 1622, 13, 51338]",0.2,-0.3838438592563018,2.3271375464684017,1.6964195310720243e-05,Dibuja una línea y encuentra el centro de la línea.
